headline,less,equal,more
Germania-Pleite verhagelt Passagierbilanz des Nürnberger Flughafens,1,0,0
Kommentar: Boeing braucht tiefgreifenden Personalwechsel,1,0,0
Deutsche Airlines schneiden im Pünktlichkeits-Vergleich schlecht ab,1,0,0
Flughafen Frankfurt verzeichnet deutlich weniger Nachtflüge,1,0,0
Köln/Bonn: Airport mit rückläufigen Passagierzahlen,1,0,0
Flughafen Düsseldorf meldet Passagierrekord für 2019,1,0,0
Auch Air France setzt Paris-Orly-München-Flüge auf,1,0,0
Hahn Air begrüßt 40 neue Partner in 2019,1,0,0
Swissport übernimmt Cargo-Handling der Lufthansa Gruppe in Belgien,1,0,0
Auswirkungen der Iran-Krise auf den Flugverkehr,1,0,0
Boeing 737-800 von Ukraine International Airlines bei Teheran abgestürzt,1,0,0
Austrian startet in Nürnberg,1,0,0
United schickt Dreamliner nach Zürich,1,0,0
Lufthansa meidet Luftraum von Irak und Iran fliegt aber weiter nach Teheran,1,0,0
Boeing empfiehlt Simulatortrainings für 737-Max-Piloten,1,0,0
Eurowings setzt noch bis zum Sommer auf Czech Airlines,1,0,0
Alitalia und Lufthansa Weeze und das Geld regionaler MRO-Markt,1,0,0
Ex-Germania-Chef Balke wegen Deals in der Vergangenheit in der Kritik,1,0,0
Planungen für Schienenanbindung von Frankfurter Terminal 3 gestartet,1,0,0
Chef von Air Dolomiti will kommerzielle Partnerschaft von Alitalia mit Lufthansa,1,0,0
Chef von Stromnetzbetreiber fordert mehr Windräder an Flughäfen,1,0,0
Lufthansa Group gibt Wien-Palma auf,1,0,0
So performte die Ryanair-Group 2019,1,0,0
Weitere Unterstützung für Flughafen Weeze durch Kreis Kleve,1,0,0
Schweizer Jugend will trotz Klimaprotesten kaum weniger fliegen,1,0,0
Lufthansa Group tankt teilweise Öko-Sprit in San Francisco,1,0,0
Holiday Europe fliegt von Nürnberg nach Dubai,1,0,0
Eurowings fliegt im Sommer nach Burgas,1,0,0
Wizz Air erhöht Chişinău-Frequenz ab Dortmund,1,0,0
Azimuth Airlines kommt mit Sukhoi Super Jet nach München,1,0,0
Turkish Airlines baut München-Angebot aus,1,0,0
Helvetic will zusätzliches Personal einstellen,1,0,0
Globaler MRO-Markt für Schmalrumpf-Flugzeuge lässt auf sich warten,1,0,0
Hyundai will Lufttaxis für Uber bauen,1,0,0
Noch keine Einigung wegen 737 Max zwischen Boeing und deutschen Airlines,1,0,0
Zwischenlager für belastete Böden am Frankfurter Flughafen nimmt weitere Hürde,1,0,0
Airbus A350 bekommt elektronisch dimmbare Fenster,1,0,0
Dortmund in den Top 10 Großauftrag für Airbus 737 Max für Buzz,1,0,0
Flughafen Dortmund stellt 2019 deutlichen Passagierrekord auf,1,0,0
Spirit bestellt 100 Flugzeuge der A320-Neo-Familie,1,0,0
Luftfahrtbranche hat ihre Klima-Hausaufgaben nicht gemacht,1,0,0
Münster/Osnabrück schrammt 2019 an der Millionen-Marke vorbei,1,0,0
Airlines sichern sich beim Ölpreis ab,1,0,0
Boeing 737 Max könnte weiteres technisches Problem haben,1,0,0
Wizz Air transportiert knapp 40 Millionen Passagiere in 2019,1,0,0
Corendon weitet Angebot in Weeze aus,1,0,0
Ufo fordert umfassende Mediation mit Lufthansa,1,0,0
Ryanairs erste 737 Max gehen nach Polen,1,0,0
Klimadebatte mit Auswirkungen auf Privatjets,1,0,0
Reiseverband-Chef: Flugtickets als Luxusgut wären sozial ungerecht,1,0,0
Fluggesellschaften überdenken ihre Wachstumspläne,1,0,0
Fluggerätmechaniker und -elektroniker Verkehrsleiter und Dispatcher gesucht,1,0,0
Lufthansa stellt Tausende ein und die DFS ihre Geschäftsführung neu auf,1,0,0
Flughäfen sind ein guter Einsatzbereich für autonome Fahrzeuge,1,0,0
Der Streit um die dritte Bahn in München,1,0,0
Lufthansa Group kündigt umfangreiche Neueinstellungen an,1,0,0
Flughafen Memmingen übertrifft Prognosen trotz zweiwöchiger Schließung,1,0,0
Verspäteter Zug zum Flug ist kein Entschädigungsgrund,1,0,0
DFS erweitert Geschäftsführung um eigenen Informatik-Bereich,1,0,0
OLeary sieht Low-Cost-Langstrecke als sicheren Verlustbringer,1,0,0
ADV erwartet 2020 schrumpfende Passagierzahlen in Deutschland,1,0,0
Berliner Flughäfen wachsen um 22 Prozent,1,0,0
Die 737-Max wird für Boeing zur Überlebensfrage,1,0,0
German Airways darf E190 warten und Boeing muss Turkish entschädigen,1,0,0
Airbus mit Abstand größter Flugzeugbauer der Welt,1,0,0
Regionalflughafen Bozen plant mit eigener Airline,1,0,0
Flughafen Karlsruhe/Baden-Baden mit neuem Rekordjahr,1,0,0
Zwei Dutzend Fluggesellschaften meldeten 2019 Insolvenz an,1,0,0
Etwas weniger Passagiere in Münster/Osnabrück,1,0,0
Mit Michael Kerkloh geht ein unkonventioneller Manager,1,0,0
Flughafen Nürnberg hat nun eine Grenzpolizeiinspektion,1,0,0
Germanwings-Kabine hat dreitägigen Streik beendet,1,0,0
In 2020 wird alles besser! Wirklich?,1,0,0
Das bewegt die Luftfahrtbranche im neuen Jahr,1,0,0
Turkish Airlines und Boeing einigen sich bezüglich Max-Entschädigung,0,1,0
Die unmittelbaren Folgen des Germanwings-Streiks sind überschaubar,0,1,0
German Airways bekommt Zulassung für Embraer-Wartungsbetrieb,0,1,0
Zahl der Drohnen-Zwischenfälle an Flughäfen sinkt nur leicht,0,1,0
Strategien Pleiten Klimadiskussion und neue Flugzeuge,0,1,0
Sicherheitsstatistik: 2019 nur halb so viele Tote wie im Vorjahr,0,1,0
Die Pläne von Air Baltic für die Langstrecke,0,1,0
BER: Schneller Flughafen Express könnte sich deutlich verzögern,0,1,0
Flughafen Sylt wächst mit innerdeutschem Verkehr,0,1,0
Ufo droht mit kurzfristiger Verlängerung des Germanwings-Streiks,0,1,0
DFS kontrolliert Genauigkeit von ILS in Frankfurt,0,1,0
Condor fliegt wieder Berlin an,0,1,0
Die Auswirkungen des 737-Max-Groundings auf die Airlines,0,1,0
Die 737-Max-Zukunft entscheidet sich mit den Billigfliegern,0,1,0
Handling Agenten Jet-Manager OPS-Personal und mehr gesucht,0,1,0
Air Berlin räumt Headquarter und Kassel hält fast die Passagierzahl,0,1,0
Ufo ruft zu dreitägigem Streik bei Germanwings ab Montag auf,0,1,0
Ich stehe persönlich in der Verantwortung,0,1,0
Linke sieht Flughafen-Personal besorgniserregend überlastet,0,1,0
Auch Boeings Sonderberater für Max-Krise schmeißt hin,0,1,0
Frankfurt 2019 erstmals mit mehr als 70 Millionen Passagieren,0,1,0
Kassel: Passagierzahlen knapp unter Vorjahresniveau,0,1,0
Letzte Air-Berlin-Mitarbeiter verlassen alte Zentrale zum Jahreswechsel,0,1,0
USA beschließen virtuelles Kennzeichen für private Drohnen,0,1,0
Viele haben mein Scheitern vorausgesagt,0,1,0
Baublies: Ufo wird Lufthansa noch vor Jahreswechsel bestreiken,0,1,0
US-Kongress berichtet von weiteren brisanten E-Mails bei Boeing,0,1,0
Vermutlich landet man da wo man hingehört,0,1,0
Der Blick der Branche: Gemeinsam für ein besseres Klima,0,1,0
Eine Weihnachtsvision zum regionalen Luftverkehr,0,1,0
Neue Freiheiten in München und noch lange keine 737 Max bei United,0,1,0
Turkish Airlines will wegen 737 Max gegen Boeing klagen,0,1,0
So viel Digital-Technik von 2011 gibt es noch am BER,0,1,0
Boeing-Chef Muilenburg tritt zurück,0,1,0
Airbus will 737-Max-Anteil an der Produktion von CFM Leap-Triebwerken,0,1,0
Fallen die Flüssigkeitsbeschränkungen für Passagiere in München?,0,1,0
Helvetic Airways nimmt zweite Embraer E190-E2 in Flotte auf,0,1,0
Regierung setzt Alitalia letzte Frist für Weiterbestand,0,1,0
United streicht 737 Max bis Juni aus dem Flugplan,0,1,0
Schlichtungsversuch zwischen Ufo und Lufthansa gescheitert,0,1,0
T-Stiel für Münchens Terminal 2 Produktions-Aus 737 Max Game Changer A321 XLR,0,1,0
Verkehrsleiter Fluggerätmechaniker und Ramp Agents gesucht,0,1,0
Luftverkehrsabkommen ermöglichen die internationale Luftfahrt,0,1,0
Spohrs 35 Euro Ticket und neue Jobs für Air-Berliner,0,1,0
Warum das 737-Max-Produktions-Aus für Airbus keine gute Nachricht ist,0,1,0
Die meisten ehemaligen Air-Berliner waren auf dem Arbeitsmarkt erfolgreich,0,1,0
Kostendruck bei Condor und Eurowings macht Entlassungswelle wahrscheinlich,0,1,0
Hamburg Airport startet Initiative zur lokalen CO2-Kompensation,0,1,0
Boeing verhängt Lieferstopp für 737-Komponenten von Spirit Aerosystems,0,1,0
KLM bekommt letzte je gebaute zivile Boeing 737 NG,0,1,0
Qantas schickt A380 auf Rekordflug von Dresden nach Sydney,0,1,0
Tuifly kündigt Wachstum für kommenden Winter an,0,1,0
Lufthansa fliegt ab März von München nach Paris-Orly,0,1,0
Lauda will billiger produzieren als Ryanair,0,1,0
Ratingagenturen sehen Boeing trotz Problemen positiv,0,1,0
Lufthansa-Chef Spohr hält 35 Euro für Europaflüge für angemessen,0,1,0
Tourismus-Forscher fordert Verbote und strikte Vorgaben für Klimaschutz,0,1,0
PTL und der Charme eines bescheidenen Anfangs,0,1,0
Wachstumssteigerung durch After-Sales-Services,0,1,0
Airbus liefert A350 mit Touchscreen und Spohr will andere Prioritäten bei Fraport,0,1,0
Flughafen München führt als erster Sicherheitskontrollen mit CT-Geräten durch,0,1,0
30 Interessenten für Flughafen Parchim - Eigentümer verschwunden,0,1,0
Mehr als 35 Millionen Passagiere in Berlin,0,1,0
Spohr verlangt von Fraport mehr Einsatz für kürzere Wartezeiten,0,1,0
Rechnungshof unzufrieden mit Sicherheitskontrollen an Flughäfen,0,1,0
Airbus hat erste A350 mit Touchscreen-Cockpit ausgeliefert,0,1,0
Rimowas Electronic Tag funktioniert dank Bagtag wieder mit Lufthansa,0,1,0
BUND fordert Verdreifachung der Luftverkehrsteuer für Inlandsflüge,0,1,0
EuGH: Airline haftet für umgekippten heißen Kaffee,0,1,0
Arbeitsgericht bestätigt Verbot - LSG-Streik vorerst vom Tisch,0,1,0
Der LSG-Streik - Eine schöne Adventsbescherung,0,1,0
Nasa will leises Überschallflugzeug X-59 ab 2021 testen,0,1,0
Strengere Regeln für Nachtflüge am Flughafen Hannover,0,1,0
Airbus-Verkaufschef: A320-Fertigungsprobleme in zwei Jahren gelöst,0,1,0
Easyjet startet neue Berlin-Strecke und Lufthansa fliegt nach Südamerika,0,1,0
Sechzig A220 für Air France und eine Tarifeinigung für Lufthansas studentische Flugbegleiter,0,1,0
Bundespolizei sieht keinen Mehrwert durch neue CT-Gepäckscanner,0,1,0
Air France macht Auftrag über 60 Airbus A220-300 fest,0,1,0
Tuifly will Anfang 2020 Entscheidung über Boeing-787-Basis treffen,0,1,0
Slowenischer Ministerpräsident gegen Adria-Airways-Nachfolger,0,1,0
Münchner Aeroground wird Abfertiger am Hamburger Flughafen,0,1,0
Verdi ruft LSG-Beschäftigte kurzfristig zu Streik auf - Lufthansa will Flüge durchführen,0,1,0
Condor führt Business Class auf Kurz- und Mittelstreckenflügen ein,0,1,0
Tarifeinigung für studentische Flugbegleiter bei der Lufthansa,0,1,0
Wizz Air startet neue Verbindung ab Bremen,0,1,0
Berlin-Tegel soll mit einem Abschiedsfest geschlossen werden,0,1,0
German Airways flottet bis April vier neue Embraer E-190 ein,0,1,0
BER soll bis zu 50.000 Arbeitsplätze für Flughafenregion bringen,0,1,0
Lauda-Passagiere können Essen und Getränke nun vorbestellen,0,1,0
Erster Schlichtungstermin zwischen Lufthansa und Ufo,0,1,0
Self-Hubbing als preisbewusste Langstrecken-Alternative,0,1,0
Der Neustart von Atlasglobal und die Angst der Airlines vor der Kerosinsteuer,0,1,0
EU-Kerosinsteuer könnte Lufthansa über vier Milliarden Euro kosten,0,1,0
Studie: Bemannte Flugtaxis finden Akzeptanz unbemannte nicht,0,1,0
Bundesregierung denkt über verpflichtende Insolvenzabsicherung für Airlines nach,0,1,0
Neuer S-Bahnhof Gateway Gardens startet mit Anlaufproblemen,0,1,0
Loganair startet in Hannover,0,1,0
Ryanair kündigt Neapel-Bremen an,0,1,0
Viele Zulieferer von 737-Max-Produktionsstopp betroffen,0,1,0
Condor baut Arbeitsplätze in der Verwaltung ab,0,1,0
Rheinland-Pfalz zahlt CO2-Ausgleich für Flüge von Staatsbediensteten,0,1,0
Sunexpress ist auf den Produktionsstop bei Boeing vorbereitet,0,1,0
Flughafen Münster/Osnabrück bekommt neue Kredite für dringende Investitionen,0,1,0
Türkische Atlas Global nimmt Flugbetrieb wieder auf,0,1,0
Verdi gründet internationale Aircrew Alliance,0,1,0
Piloten einigen sich mit British Airways im Tarifstreit,0,1,0
Boeing stoppt Produktion der 737 Max ab Januar,0,1,0
Die A321 XLR kann Game Changer für Airlines und Airbus werden,0,1,0
Thomas-Cook-Wiederbelebung eine Alitalia-Option und neue Panther,0,1,0
Tui verlängert Vertrag von CEO Fritz Joussen um fünf Jahre,0,1,0
Studie: Kein Ende in Sicht beim Luftverkehrs-Boom,0,1,0
Rostock-Laage wird Testlabor für neue Flughafentechnologien,0,1,0
München plant Ausbau für zehn Millionen zusätzliche Passagiere,0,1,0
Für Lufthansa Cargo ist die Zukunft rosig die Gegenwart aber lausig,0,1,0
Medien: Air France/KLM plant Joint Venture mit  Alitalia,0,1,0
Tuifly und Verdi schließen Tarifvereinbarung,0,1,0
Easyjet nimmt Åre-Östersund-Verbindung auf,0,1,0
Fosun will Marke Thomas Cook erhalten,0,1,0
Flughafen Hannover startet Hannah und schließt sich Bezahlsystem Aerops an,0,1,0
Zwei weitere Panther für den Flughafen Düsseldorf,0,1,0
Lufthansa fliegt von München nach Sao Paulo,0,1,0
Keine Garantie für pünktliche T2-Eröffnung am BER,0,1,0
Boeing denkt über Produktionspause der 737 Max nach,0,1,0
Air Moldova verbindet ab März Chisinau mit Berlin-Schönefeld,0,1,0
Neue Potenziale für Low Cost auf der Langstrecke,0,1,0
Condor braucht mehr Gewinn LSG-Gategroup-Deal abgeschlossen Lufthansa-Reorganisation,0,1,0
Winterdienstkraftfahrer Luft- und Raumfahrttechnik-Studierende sowie Fluggastabfertiger gesucht,0,1,0
Das verschwiegene Bahnjubiläum,0,1,0
Lufthansa Group will sich für ausländische Investoren öffnen,0,1,0
Erstflug der E175-E2 23 Airline-Pleiten 2019 und Streik bei Alitalia,0,1,0
23 Airlines haben 2019 nicht überlebt,0,1,0
Erste Ausbaustufe des Prager Flughafens genehmigt und finanziert,0,1,0
Rheinland-Pfalz gegen Test von neuen Flugverfahren in Frankfurt,0,1,0
Delta schickt Vier-Klassen-767 nach Zürich,0,1,0
Easyjet erweitert Sommerprogramm ab Basel,0,1,0
Flughafen Münster/Osnabrück bekommt erste Berufsflugschule,0,1,0
Fuhrpark des Salzburger Flughafens  zu 37 Prozent elektrifiziert,0,1,0
Nach dem Brexit ist vor dem (Luftverkehrs-)Abkommen,0,1,0
Alitalia-Personal legt Arbeit nieder,0,1,0
Kabinen-Spezialisten ACM mit neuem Head of Sales und Marketing Manager,0,1,0
Fraport verwaltet künftig Shops im New Yorker Flughafen Newark,0,1,0
Qantas will A350-1000 für Projekt Sunrise,0,1,0
Athen bleibt trotz Ryanair-Abbau im Nürnberger Flugplan,0,1,0
US-Finanzinvestor Apollo zeigt Interesse an Condor,0,1,0
Embraer E175-E2 absolviert Erstflug,0,1,0
Lufthansa-Streik lässt Frankfurt-Zahlen einbrechen,0,1,0
ÖPNV am BER: Flughafenexpress-Frühstart und ein neuer Busbahnhof,0,1,0
Frankfurts Sorgen vor Warteschlangen und ein neuer indischer Lufthansa-Partner,0,1,0
Wizz Air Abu Dhabi soll 2020 in den Emiraten an den Start gehen,0,1,0
Geplante Eingriffe gefährden Denkmal-Charakter des Flughafens Tegel,0,1,0
Boeing-Whistleblower: Renton eine Fabrik im Chaos,0,1,0
Streit um Extra-Zuschüsse für Flughafen Weeze,0,1,0
Fraport bittet Reisende 25 Stunden vor Abflug anzureisen,0,1,0
Lufthansa Group befördert weniger Passagiere im November,0,1,0
Ryanair stellt sich auf weitere Verzögerungen der 737 Max ein,0,1,0
Corendon eröffnet weitere Basis in Deutschland,0,1,0
Dortmund mit deutlichen Passagierplus im November,0,1,0
Lufthansa mit neuem Codeshare-Partner für Indien,0,1,0
Bauarbeiten am Flughafen Braunschweig-Wolfsburg sollen 2020 starten,0,1,0
Zürich weist stabile Passagierzahlen aus,0,1,0
Air France bekommt weitere A350,0,1,0
Erster Schlichtungstermin für Lufthansa und Ufo steht,0,1,0
Eurowings ändert USA-Frequenzen und Corendon kommt nach Weeze,0,1,0
Geld für Thomas-Cook-Urlauber und Lauda-Basis in Zadar,0,1,0
Fünfte Lauda-Basis wird im März in Zadar eröffnet,0,1,0
Ryanair gibt neue neuer Sommerroute ab Bremen bekannt,0,1,0
Corendon verbindet im Sommer Antalya mit Weeze,0,1,0
Flughafen Köln/Bonn bekommt zwölf neue Räum-Fahrzeuge,0,1,0
Flugverbot für Boeing 737 Max wird erst 2020 aufgehoben,0,1,0
Von der Leyen stellt Green Deal vor - Branche bekennt sich zu Zielen,0,1,0
Eurowings mit mehr New York und weniger Miami,0,1,0
Tui-Gewinn bricht wegen gegroundeter 737 Max ein,0,1,0
Easyjet kündigt neues Spanien-Ziel ab Schönefeld an,0,1,0
Lauda will eigenes Simulatorzentrum aufbauen,0,1,0
Entwickler stellen 20.000 Jobs in Tegel nach Schließung in Aussicht,0,1,0
Iata sieht Handelskonflikte als Grund für schwaches Luftfahrtjahr,0,1,0
Eurowings fliegt mehr von Bremen nach Mallorca,0,1,0
Finnair stockt Frequenz nach Hamburg auf,0,1,0
Air Baltic legt zwei neue Ziele ab Hamburg auf,0,1,0
Bund übernimmt Entschädigungen von Thomas-Cook-Kunden,0,1,0
Lufthansa benennt neue Chefs für Eurowings und Brussels sowie neuen CFO,0,1,0
Erstes voll elektrisch angetriebenes Verkehrsflugzeug absolviert Erstflug,0,1,0
Flughafen Wien verzeichnet deutliches Passagierplus,0,1,0
170 Gefährliche Annährungen in vier Jahren über Deutschland,0,1,0
ÖPNV am BER: Die Mitarbeiter am Morgen haben es schwer,0,1,0
Eurowings sendet positive Signale und Wizz Air will mit A321 XLR auf die Langstrecke,0,1,0
Airlines for Europe verkündet Klimainitiative für European Green Deal,0,1,0
Sachsen baut Dresdener DLR-Standorte aus,0,1,0
Tui ist neuestes Mitglied bei Airlines for Europe,0,1,0
The Squaire am Frankfurter Flughafen für knappe Milliarde verkauft,0,1,0
Essen vorbestellen mit Flughafen-App in Berlin-Schönefeld,0,1,0
Condor soll Gewinn in kurzer Zeit mehr als verdoppeln,0,1,0
Weniger Passagiere am Münchner Flughafen,0,1,0
Eurowings hat laut CEO Dirks den operativen Turnaround geschafft,0,1,0
German Airways schult Cockpit-Nachwuchs bei TFC in Essen,0,1,0
Hamburg wird eine der ersten Destinationen für Swiss A320 Neo,0,1,0
Projekt Falke soll Hamburger Flughafen gegen Drohnen sichern,0,1,0
Chilenische Sky bestellt zehn Airbus A321 XLR,0,1,0
Wizz Air hofft auf Langstrecken-Airbus A321 XLR,0,1,0
Umweltbundesamt verhängt Millionenstrafe gegen Small Planet,0,1,0
Spohr und der Bahn-Chef Aer Lingus und A330 German Airways und Union,0,1,0
Lufthansa Cityline und Ufo einigen sich auf Tarifvertrag,0,1,0
S-Bahnhof Gateway Gardens am Frankfurter Flughafen geht in Betrieb,0,1,0
Monatsstatistik: IAG befördert knapp 87 Millionen Passagiere,0,1,0
Alle Air France/KLM-Airlines steigern Passagierzahlen im November,0,1,0
Gabuner Airlines dürfen wieder in die EU fliegen,0,1,0
Boeing soll Millionenstrafe für defekte Teile in 737-Jets zahlen,0,1,0
German Airways brandet Dash in Union Berlin-Livery,0,1,0
BER-Anrainer fordern Umland- und Ausgleichsfonds vom Bund,0,1,0
Spohr sauer auf Bahn-Kampagne,0,1,0
Aer Lingus kauft zwei weitere A330,0,1,0
Wachstum an Berlins Flughäfen stockt im November,0,1,0
Lufthansa und Gategroup schließen LSG-Verkauf ab,0,1,0
Baden-Württemberg will Entwicklung synthetischer Kraftstoffe vorantreiben,0,1,0
Neuer Insolvenzverwalter bei Alitalia,0,1,0
Neues Forschungsflugzeug für das DLR und Forderungen von A4E,0,1,0
Sunexpress wird von der Langstrecke erlöst Lübeck startet eigene Linienflüge Kondor auf dem Leitwerk,0,1,0
Reorganisation im Lufthansa-Konzern,0,1,0
Business Analysten Luftsicherheitsassistenten und Köche gesucht,0,1,0
Ein neuer Veranstalter für Eurowings Holidays und der ungebremste EU-Luftfahrtboom,0,1,0
Polen will Inlandsflüge mit neuem Hub überflüssig machen,0,1,0
EU-Passagierzahl von 2010 bis 2018 um 43 Prozent gestiegen,0,1,0
Umfrage zeigt Offenheit der Deutschen für zivile Drohnennutzung,0,1,0
Das steht in der neuen Ausschreibung für die Sicherheitskontrollen in Düsseldorf,0,1,0
Airbus wird 2019 größter Flugzeugbauer der Welt,0,1,0
BER bekommt Fernbahn-Anschluss,0,1,0
LUG Aircargo wird Frachtabfertiger von Delta in Frankfurt,0,1,0
Alitalia kommt nach Hamburg,0,1,0
Memmingen wächst auch im November,0,1,0
Frankfurts Flughafenchef kritisiert Bundesbeschaffungsamt,0,1,0
Eurowings setzt statt Tropo auf HLX,0,1,0
Lufthansa darf Shenzhen ins Streckennetz aufnehmen,0,1,0
SAS denkt über eigene Regionalairline nach,0,1,0
Lütke Daldrup will Tesla-Dynamik von Behörden,0,1,0
Bundesregierung stoppt Pläne für Neubau von Regierungsterminal am BER,0,1,0
Frust in Nürnberg und Austrians Interesse an mehr Eurowings-Jets,0,1,0
Hamburger Flughafen kündigt millionenschweres Sparprogramm an,0,1,0
United Airlines bekommt neuen Vorstandschef,0,1,0
Neue Embraer E195-E2 von KLM Cityhopper bekommen Recaro-Sitze,0,1,0
Norwegian integriert CO2-Kompensation in Buchungsprozess,0,1,0
Globale Passagierzahlen wachsen im Oktober um 34 Prozent,0,1,0
Eurowings und Austrian denken über Erweiterung des Wet-Lease-Deals nach,0,1,0
Nachtflüge in Düsseldorf weiter stark rückläufig,0,1,0
Air France fliegt bald mit Bio-Sprit-Anteil nach San Francisco,0,1,0
Virtual Reality kann Ground-Handling-Ausbildung revolutionieren,0,1,0
Lufthansa dreht erneut an der Preisschraube für Zusatzgebühren,0,1,0
BER will an Halloween eröffnen,0,1,0
Chair konzentriert sich auf Balkan- statt auf Ferienziele,0,1,0
DFS will Kapazität in Frankfurt durch geänderte Pistennutzung erhöhen,0,1,0
Aus von Ryanair-Basis in Nürnberg ist Schlag für die Metropolregion,0,1,0
Boeings 737-Max-Chefingenieur verlässt das Unternehmen,0,1,0
Condor plant neue München-Langstrecke und iranische Airline will nach Düsseldorf,0,1,0
Bewegung in der Lufthansa Group und Ryanairs 737-Max-Leid,0,1,0
Verkehrs-Einschränkungen durch Streik in Frankreich,0,1,0
Flughafen Rostock will mit neuem Geschäftsmodell wieder ins Plus,0,1,0
Große Berechnungs-Unterschiede bei CO2-Kompensationsanbietern,0,1,0
Business-Menus bei Brussels kommen künftig vom Sternekoch,0,1,0
Verkehrsminister lösen Blockade beim Thema Single European Sky auf,0,1,0
Carsten Spohr will bei Eurowings durchgreifen,0,1,0
Austrian startet Tokio-Route zwei Wochen früher,0,1,0
