headline,less,equal,more
Klimadebatte ohne Einfluss auf Passagierzahlen in Stuttgart,0,1,0
Lauda-Technik steht unter erhöhter Aufsicht von Austro Control,0,1,0
United verschiebt A350-Einflottung auf 2027,0,1,0
Qeshm Airline plant Flüge nach Düsseldorf,0,1,0
Horten Aircraft für Konzept des Nurflüglers ausgezeichnet,0,1,0
Austrian stockt Sommerprogramm auf,0,1,0
Volotea kommt im Sommer nach Hannover,0,1,0
Ryanair plant nur noch mit zehn Boeing 737 Max im Sommer 2020,0,1,0
So plant die Berliner Flughafengesellschaft den Umzug an den BER,0,1,0
Rimowas Electronic-Baggage-Tag-Koffer haben Probleme mit Apple,0,1,0
Easyjet vereinbart Partnerschaft mit Car Trawler,0,1,0
United ersetzt 757-Flotte durch A321 XLR,0,1,0
Wie die EU-Fluggastrechteverordnung reformiert werden soll,0,1,0
Lauda und Wizz Air wachsen stark und LSG-Verkauf rückt näher,0,1,0
Finnair verbindet im Sommer Salzburg und Helsinki,0,1,0
Flyegypt fliegt im Sommer von Bremen nach Hurghada,0,1,0
Ryanair schließt Nürnberg-Basis und kürzt Angebot deutlich,0,1,0
Avantiair wartet Flugzeuge am Flughafen Paderborn-Lippstadt,0,1,0
Berliner IHK fordert Ausbau der Verkehrswege zum BER,0,1,0
Lufthansa-Aufsichtsrat stimmt LSG-Verkauf zu,0,1,0
Bremen wird Aireg-Mitglied,0,1,0
Lufttaxi CityAirbus soll 2020 starten,0,1,0
Hamburger Flughafen vor letzter Etappe zur Vorfelderneuerung,0,1,0
Lufthansa baut Vorstand um - Hohmeister wird zum starken Mann,0,1,0
Wizz Air befördert über fast drei Millionen Passagiere im November,0,1,0
Lauda treibt Ryanair Group an,0,1,0
Niki Lauda Allee am Flughafen Wien führt zum VIP-Terminal,0,1,0
USA kündigen nach WTO-Entscheid verschärfte Airbus-Strafzölle an,0,1,0
Condor mit neuen Langstreckenzielen im Sommer 2020,0,1,0
Alitalia bekommt weiteren 400-Millionen-Kredit vom Staat,0,1,0
Sunexpress zieht sich aus Langstrecken-Operations zurück,0,1,0
Personal-News von der Lufthansa Group und Technik-News von Airbus,0,1,0
Condor-Mitarbeiter müssen sich auf Zugeständnisse einstellen,0,1,0
Condor-Sanierung in Eigenverwaltung nun offiziell gestartet,0,1,0
Airbus A350-1000 darf jetzt bis zu 480 Passagiere transportieren,0,1,0
Iata will mit Fly Aware-Kampagne für das Fliegen werben,0,1,0
Friedrichshafen bekommt im Winter zweite London-Verbindung,0,1,0
Airbus A319 Neo mit P&W-Triebwerken erhält Musterzulassung,0,1,0
Eurowings-Geschäftsführer Oliver Wagner verlässt das Unternehmen,0,1,0
Airbus erhält immer noch unerlaubte Subventionen,0,1,0
Diskussion um Zukunft von Lufthansa-Personalchefin Bettina Volkens,0,1,0
Flugtaxis kommen in Europa wohl nicht vor 2025,0,1,0
Verdi sagt LSG-Streik nach neuem Lufthansa-Angebot vorerst ab,0,1,0
Qatar Airways strebt Beteiligung an Lufthansa an,0,1,0
BER wird noch teurer und könnte geänderte Flugrouten bekommen,0,1,0
Single European Sky viel Digitales und die eigenständige Condor,0,1,0
LSG-Verkauf an Gategroup BER-Eröffnungstermin steht Condors Optimismus,0,1,0
Condor geht mit eigenem Logo auf Leitwerken in Verkaufsverhandlungen,0,1,0
Hamburg Aviation sucht einen Geschäftsführer und Ryanair Fluggerätmechaniker,0,1,0
Qualitäts- und Safety-Management,0,1,0
Lufthansas Billiglangstrecken-Pläne und keine billigeren Bahntickets,0,1,0
Lauda will in Stuttgart und Düsseldorf zweitgrößte Airline werden,0,1,0
Wisag fertigt künftig DHL in Köln ab,0,1,0
BER soll am 31. Oktober 2020 öffnen,0,1,0
FlyBair erreicht Crowdfunding-Ziel - Ticketverkauf kann starten,0,1,0
Flugbetrieb in Berlin-Schönefeld wegen Weltkriegsbombe unterbrochen,0,1,0
Daniela Lohwasser zieht in Geschäftsführung der Airbus Operations ein,0,1,0
Swissport und Fraport legen Grundstein für neue Cargo-Halle in Frankfurt,0,1,0
Zürcher Flughafengesellschaft baut neuen Airport nahe Delhi,0,1,0
Bundesrat stoppt im Klimapaket vorgesehene Vergünstigung von Bahntickets,0,1,0
KLM eröffnet renovierte 6800-Quadratmeter-Lounge in Amsterdam,0,1,0
Lufthansa könnte 2020 neue Make für touristische Langstrecke einführen,0,1,0
Airbus stellt emissionsarme Flugzeuggeneration in Aussicht,0,1,0
Frankfurter Airport bekommt bessere Anbindung durch Regionaltangente West,0,1,0
SAS ist jetzt auch A350-Betreiber,0,1,0
Boeing steht vor einem schwierigen Jahr 2020,0,1,0
Neue EU-Verkehrskommissarin will mehr Klimaschutz und einheitlichen Luftraum,0,1,0
Größere Gepäckfächer für die A320 und Haifischhaut für Flugzeuge,0,1,0
Lufthansa und BASF wollen mit Haifisch-Beschichtung Sprit sparen,0,1,0
Bundesverwaltungsgericht weist Klage gegen Lärmaktionsplan ab,0,1,0
Hybridauto verursachte Parkhausbrand am Flughafen Münster,0,1,0
Rewe eröffnet Supermarkt im Flughafen Nürnberg,0,1,0
Flughafen-Chefs verkünden Erwartungen an die Politik,0,1,0
Easyjet steigt ins Pauschalreisegeschäft ein,0,1,0
Ryanair dementiert Deutschland-Rückzug,0,1,0
Italiens Regierung könnte Alitalia verstaatlichen,0,1,0
SMBC-Chef rechnet mit Betriebsstörungen durch 737 Max bis 2021,0,1,0
Lütke-Daldrup verkündet genauen BER-Eröffnungstermin,0,1,0
Neu gewählter ADV-Verwaltungsrat ist Scharnier zwischen Politik und Flughäfen,0,1,0
FAA zertifiziert neue Lösung für mehr Gepäckvolumen in A320-Familie,0,1,0
Einsatz anderer Flugzeuge bringt Lufthansa Millionenstrafe,0,1,0
Dirk Hoke wird neuer Präsident des BDLI,0,1,0
Lufthansa bietet Schlichtung ohne Friedenspflicht an - Ufo lehnt ab,0,1,0
Schaden bei 777x-Drucktest viel größer als zunächst bekannt,0,1,0
Lufthansa mit neuen Griechenland-Zielen und mehr Flybe in Hannover,0,1,0
Die neue Essensbox bei Edelweiss und das vorläufige Ende von Atlas Global,0,1,0
Lufthansa Cargo schickt letzte jemals gebaute MD-11 in Rente,0,1,0
Verdi droht LSG mit Streik bei Verkauf ohne soziale Sicherung,0,1,0
KLM stattet Embraer E195-E2 mit W-Lan aus,0,1,0
Berliner Wirtschaft fordert mehr Langstreckenflüge,0,1,0
Wettbewerbszentrale klagt gegen Ryanair,0,1,0
Flybe stockt in Hannover auf,0,1,0
Leipzig/Halle mit Rekordmonat im Frachtverkehr,0,1,0
Danish Air Transport fliegt saisonal von Tegel nach Bornholm,0,1,0
Umfrage: Jeder vierte Deutsche würde ein Flugtaxi nutzen,0,1,0
Lufthansa stellt zwei neue Sommerrouten vor,0,1,0
Edelweiss führt neues Catering-Konzept ein,0,1,0
Flughafen Stuttgart bekommt größeren Aufsichtsrat,0,1,0
Atlas Global stellt Flugbetrieb ein,0,1,0
FAA dämpft Boeings Hoffnung auf rasche 737-Max-Zulassung,0,1,0
Warum die Condor-Spitze so optimistisch ist,0,1,0
Leipziger Rekorde Zug statt Flug bei KLM und neuer Chef bei Chair,0,1,0
LHT und ANA kooperieren bei Einführung der Boeing 777-9,0,1,0
Weniger späte Flüge am Hamburger Flughafen,0,1,0
Mitsubishi Spacejet kommt wohl noch später,0,1,0
Flughafen Leipzig meldet absoluten Rekordmonat bei Luftfracht,0,1,0
Lufthansa verkauft Cateringtochter LSG Sky Chefs an Gategroup,0,1,0
KLM ersetzt einen Amsterdam-Brüssel-Flug durch Zugverbindung,0,1,0
Weise und Platzeck schlichten zwischen Lufthansa und Ufo,0,1,0
Urteil: Rabatt für Flüge darf nicht an seltene Zahlungsmittel gekoppelt sein,0,1,0
Weniger Eurowings-Flüge zwischen Köln und Leipzig,0,1,0
Lufthansa Technik wartet A321-Neo-Triebwerke für Novair,0,1,0
Condor steigert operativen Gewinn um 32 Prozent,0,1,0
Bundesregierung rechnet weiter mit BER-Eröffnung im Herbst 2020,0,1,0
Flughafen Heringsdorf bekommt Kredit für neue Befeuerungsanlage,0,1,0
Shpend Ibrahimi ist neuer CEO von Chair Airlines,0,1,0
Eine Vorschau auf den S-Bahnhof Gateway Gardens,0,1,0
Drohnen-Crash Premium-Sitze auf United-Schweiz-Flügen und BER-News,0,1,0
Easyjet wehrt sich gegen Greenwashing-Vorwürfe,0,1,0
BER testet Gepäckförderanlage mit hunderten Koffern,0,1,0
Hamburger Flughafen bekommt neue Vorfeld-Busse,0,1,0
Umweltfreigabe behindert Bau von Feuerwehranlagen in Düsseldorf,0,1,0
Reiseverband VDR startet Meilen zu Bäumen-Kompensationsprojekt,0,1,0
Genfer stimmen für mehr demokratische Kontrolle über Flughafen,0,1,0
Flughafen Memmingen legt weiter zweistellig zu,0,1,0
Italien will Alitalia weiteres Geld leihen,0,1,0
British Airways fliegt im Winter Nürnberg - London Gatwick,0,1,0
United erhöht Anzahl der Premium-Sitze auf Schweiz-Strecken,0,1,0
Verkehrsbetriebs-Chefin plädiert für U-Bahn-Anbindung des BER,0,1,0
Drei-Meter-Drohne in Duisburger Innenstadt abgestürzt,0,1,0
Boeing feiert Roll Out der 737 Max 10,0,1,0
Neuer BER-Eröffnungstermin ein Airport-Treffen und Drohnengespräche,0,1,0
Tuifly auf Langstrecke Staatshilfe für Regionalflughäfen Spohrs Mahnung,0,1,0
Einsatzleiter Terminal Fluggerätmechaniker und Elektroniker gesucht,0,1,0
Die Folgen des EuGH-Urteils zur Flughafen-Entgeltordnung,0,1,0
Branchenschreck A321 XLR und der Strategieschwenk bei Emirates,0,1,0
Unterstützer des Frankfurter Airport betonen Wert des Luftverkehrs,0,1,0
Flughafen Münster/Osnabrück will bis 2030 klimaneutral werden,0,1,0
Airbus nimmt TSI Seats in BFE-Kataloge für A320 A330 und A350 auf,0,1,0
Lufthansa zieht Klage im Statusverfahren gegen Ufo zurück,0,1,0
Frist für Alitalia-Sanierung erneut verstrichen - Delta erneuert Angebot,0,1,0
Dübel-Probleme am BER wohl weitgehend gelöst,0,1,0
Condor hat neuen Finanz-Geschäftsführer,0,1,0
Brandenburg will Vorreiter bei nachhaltigem Fliegen werden,0,1,0
Flughafen Heringsdorf braucht zusätzliches Darlehen für Betriebsfähigkeit,0,1,0
Der Airbus A321 XLR wird die Branche aufmischen,0,1,0
Richtfest für neue Feuerwache am Frankfurter Flughafen,0,1,0
Eurowings fliegt ab Dezember zwischen Frankfurt und Pristina,0,1,0
Kleinere Flugzeuge ermöglichen Emirates einen Strategie-Schwenk,0,1,0
Easyjet bekommt positive Reaktionen auf CO2-Kompensation,0,1,0
Airbus macht Anleger mit guten Aussichten glücklich,0,1,0
Mitsubishi will Airbus-Flügel bauen und ein Urteil gegen Ryanairs Gebührenmodell,0,1,0
Lufthansa Technik wartet APUs der A350 von Japan Airlines,0,1,0
EU-Richter eröffnen Airlines neue Klagewege gegen Flughafenentgelte,0,1,0
Gegen das Fliegen kennt der Irrsinn keine Grenzen,0,1,0
Benjamin Smiths Reformen bei Air France/KLM beginnen zu wirken,0,1,0
Robin Wood-Aktivisten protestieren am Hamburger Flughafen gegen Ausbau,0,1,0
Mitsubishi Heavy Industries bringt sich als Flügel-Produzent für Airbus ins Spiel,0,1,0
Tarmac Aerosave schließt Zerlegung erster A380 ab,0,1,0
Edelweiss fliegt im Sommer von Zürich nach Santiago de Compostela,0,1,0
Hannover will Nachtflugbetrieb für laute Flugzeuge einschränken,0,1,0
Urteil: Ryanair darf keine Gebühren für zweites Handgepäck erheben,0,1,0
Tuifly geht mit zwei Boeing 787 ab Winter 2020 auf Langstrecke,0,1,0
CO2-Kompensation von Easyjet kostet nur 30 Cent pro Flug und Passagier,0,1,0
Hessen zahlt Fluglärm-Ausgleich an die Stadt Mainz,0,1,0
Mehr Italien ab Stuttgart und Sylvesterflüge nach Sylt,0,1,0
Lufthansa Inflight-Map ordnet Donezk Russland zu,0,1,0
Fuel Tankering schadet der Umwelt aber nicht dem Geldbeutel,0,1,0
Airbus Lust auf die A350 Neo und der deutsche Langstrecken-Boom,0,1,0
DHL Express nimmt neues Logistikzentrum in Köln/Bonn in Betrieb,0,1,0
Jacob Schram wird Norwegian-Chef,0,1,0
German Airways vermietet fünf E190 an schwedische Braathens,0,1,0
Baseler Grüne wollen Volksinitiative für Flughafenbeschränkungen starten,0,1,0
Düsseldorfer Flughafenchef will bessere ICE-Anbindung nach Frankfurt,0,1,0
Eurowings nimmt ab Mai 2020 Köln-Porto Santo auf,0,1,0
Sundair fliegt im Sommer 2020 von Dresden nach Korfu,0,1,0
Hannover bekommt ab Sommer drei neue Volotea-Verbindungen,0,1,0
Verdi droht kurz vor geplantem Verkauf mit Streiks bei LSG,0,1,0
Laute Flieger werden in Frankfurt teurer,0,1,0
Airbus spricht mit GE über A350-Neo-Antrieb,0,1,0
Boeing will Triebwerksverkleidungen von 737 NG nachbessern,0,1,0
Langstreckenflüge bei deutschen Touristen immer beliebter,0,1,0
Fraport: Tegut-Supermarkt-Ersatz kommt 2021,0,1,0
Airbus nutzt künstliche Intelligenz für A320-Entwicklung und -Produktion,0,1,0
Emirates bestellt 30 Boeing 787-9,0,1,0
Ufo droht mit neuen Streiks im Lufthansa-Konflikt,0,1,0
Einbruch bei Passagieraufkommen und Flugbewegungen im Oktober,0,1,0
Viele Wege führen zum CO2-neutralen Kerosin,0,1,0
Urteil: Ryanair muss Zusammensetzung von Ticketpreisen offenlegen,0,1,0
Lufthansa-Chef fordert offensivere Umwelt-Kommunikation,0,1,0
Lufthansa-Friedenspflicht Flugzeug-Bestellungen und Kritik an Condor-Rettung,0,1,0
Iata fordert Investitionen in Drehkreuze statt Regionalflughäfen,0,1,0
Gecas bestellt zwölf A330 Neo und 20 A321 XLR,0,1,0
Boeing baut Vertrauen in 737 Max langsam wieder auf,0,1,0
Lufthansa und Ufo vereinbaren Friedenspflicht für alle Konzern-Airlines,0,1,0
Roland McKay neuer Chef des Verbandes der Luftfahrtsachverständigen,0,1,0
Airbus verkauft zehn weitere A321 XLR,0,1,0
Kaum Nachtflüge am Frankfurter Flughafen im Oktober,0,1,0
Air Astana hat Vertrauen in Boeing und will 30 737 Max kaufen,0,1,0
Easyjet drosselt Wachstum und will alle Emissionen kompensieren,0,1,0
Nationale Luftraumstrategie soll den Stau am Himmel lösen,0,1,0
Tui-Chef kritisiert staatliche Rettungsaktionen nach Airline-Pleiten,0,1,0
Boeings neuer Ecodemonstrator mit vielen Experimenten in Frankfurt,0,1,0
Easyjet bestellt zwölf weitere A320 Neo,0,1,0
London High Court will Air-Berlin-Schadenersatz gegen Etihad verhandeln,0,1,0
Verbotspläne für Privatjets mischen Business Aviation auf,0,1,0
Boomtown Schönefeld Etihads neuer Billigflieger All-Time-Bestseller A320,0,1,0
Hahn Air testet Blockchain-Ticketing,0,1,0
Air Arabia bestellt 120 Airbus A320,0,1,0
Sunexpress bestellt weitere Boeing 737 Max,0,1,0
Flybair-Finanzierung - Flughafen Bern optimistisch,0,1,0
Etihad setzt auf neuen Billigflieger,0,1,0
Regionalflughäfen werden von Flugsicherungskosten entlastet,0,1,0
Airbus will Flugzeuge im Schwarm fliegen lassen,0,1,0
Emirates bestellt 50 Airbus A350,0,1,0
A320 ist jetzt meistverkauftes Verkehrsflugzeug,0,1,0
Norwegian baut Hamburg mit zwei neuen Routen aus,0,1,0
Air Malta kommt nach Stuttgart,0,1,0
Alitalia verbindet Mailand mit Stuttgart,0,1,0
Swiss streicht Zürich-Leipzig,0,1,0
Lufthansa Technik bereitet sich auf A350-Umbau für Flugbereitschaft vor,0,1,0
BER macht Schönefeld zur Boom-Town,0,1,0
Papier und Kartonfaser sollen in der Luftfracht Holzbohlen ersetzen,0,1,0
Zwei Flugzeuge berühren sich in Frankfurt,0,1,0
Iata-Konferenz zum Wandel im Luftverkehr Wartungs-Ideen und grünerer Himmel,0,1,0
Das neue Miles&More Lufthansa und Ufo wieder Partner 100 Millionen für PTL-Förderung,0,1,0
Certifying Staff Technische Planer und Operations-Spezialisten gesucht,0,1,0
BER und Tesla - Das Rennen ist eröffnet,0,1,0
Europäische Piloten gegen Ryanair und der Strippenzieher Nicoley Baublies,0,1,0
Flughafen Hannover verschiebt Modernisierung von Terminal B,0,1,0
Haushaltsauschuss beschließt 100-Millionen-Förderung für PTL-Kerosin,0,1,0
Emirates will nicht mehr Versuchskaninchen der Triebwerkshersteller sein,0,1,0
Eurowings fliegt zum Jahreswechsel am Wochenende Stuttgart-Sylt,0,1,0
Einfach hübsch anzusehen - nicht mehr und nicht weniger,0,1,0
Bundestag nickt höhere Luftverkehrsteuer ab,0,1,0
Das schwierige Verhältnis von Ex-Ufo-Boss Baublies und der Lufthansa,0,1,0
Europäischer Pilotenverband verlangt Behördenmaßnahmen gegen Ryanair,0,1,0
Fluggastrechteportal Flightright baut Jobs ab,0,1,0
Wizz-Air-Boss gegen Business Class,0,1,0
SAS geht mit Airbus A321LR auf Langstrecke nach Boston,0,1,0
Qantas testet Direktflug London-Sydney mit brandneuer 787,0,1,0
Das sind die Fronten rund um Kötters Düsseldorfer Security-Rückzug,0,1,0
Weiterer A320 für Austrian Emirates Holidays und A380-Ende in Bildern,0,1,0
Airline-Streiks tun der Privatjet-Branche gut,0,1,0
Lufthansa akzeptiert Ufo als Tarifpartner - Langwierige Schlichtung erwartet,0,1,0
Austrian nimmt ersten A320 als Ersatz für Dash-8 in Dienst,0,1,0
A380: Ende einer Industrielegende,0,1,0
Emirates bietet jetzt auch Pauschalreisen ab Deutschland an,0,1,0
Umweltverbände begrüßen Luftverkehrsteuererhöhung als überfällig,0,1,0
FAA ordnet weitere Boeing-737-NG-Inspektionen an,0,1,0
Neues Anflugsystem soll Fluglärm in Frankfurt verringern,0,1,0
Tschechische Regierung plant Milliardeninvestition in Prager Flughafen,0,1,0
Angebots- und Buchungsprozess von Lufthansa Cargo nun komplett digital,0,1,0
Lufthansa verspricht weitgehenden CO2-Ausgleich per Compensaid,0,1,0
Flughafen Wien mit starkem Passagierwachstum 2019,0,1,0
Weeze in Finanznot - Gemeinde will helfen Kreis sich erst beraten,0,1,0
Viel Bewegung in Österreich und zwei neue Condor-Ziele,0,1,0
BER ist wichtig für Tesla Wizz Air wächst und KLM bestellt,0,1,0
Airbus erhält Musterzulassung für BelugaXL,0,1,0
Lauda kündigt 18 neue Ziele ab Wien an,0,1,0
Austrian im kommenden Sommer mit zwei neuen Zielen in Griechenland,0,1,0
Die Drohne die Bürokratie und der Berliner Fernsehturm,0,1,0
Die Iata möchte Fluggepäck auf neuen Wegen befördern,0,1,0
Wisag übernimmt Delta-Bodenabfertigung in Frankfurt,0,1,0
BER war bei Tesla-Entscheidung für neue Fabrik wichtig,0,1,0
Austrian Airlines fliegt ab Frühjahr 2020 von Wien nach Boston,0,1,0
Lufthansa Group mit kleinem Passagierplus im Oktober,0,1,0
Letzte BAe 146 bald weg - German Airways treibt Flottenaustausch voran,0,1,0
KLM macht Auftrag über 21 Embraer-Jets fix,0,1,0
Flughafen Frankfurt mit leichtem Passagierplus im Oktober,0,1,0
Wizz Air macht fast 22 Prozent mehr Umsatz im ersten Halbjahr,0,1,0
Flixbus plant Klage gegen Steuersenkung für die Bahn,0,1,0
Lufthansas Statusmeilenumbau im Detail,0,1,0
DRV und BDL wollen mit Brieflawine Zugeständnisse bei Luftverkehrsteuer erreichen,0,1,0
Ein Supermarkt weniger und eine Tuifly-Maschine mehr,0,1,0
Flughafen Zürich bei Passagieren und Flugbewegungen im Minus,0,1,0
Swissport legt Beschwerde gegen Bodenverkehrsdienst-Vergabe in Wien ein,0,1,0
Vorerst keine weiteren Streiks: Ufo und Lufthansa einigen sich auf Schlichtung,0,1,0
Sunfire ist neues Aireg-Mitglied,0,1,0
Behörde: Flughafen Zürich muss Gebühren drastisch senken,0,1,0
British Airways überprüft Treibstoff-Praxis wegen Klima-Kritik,0,1,0
Tuifly stationiert 2020 eine weitere Maschine in Nürnberg,0,1,0
Kampf um Verkehrslandeplatz Essen-Mühlheim,0,1,0
IGL gründet mit Cabin Union die dritte Kabinengewerkschaft in Deutschland,0,1,0
Zwei neue Ziele im Condor-Sommerflugplan 2020,0,1,0
Alitalia startet Köln/Bonn - Mailand-Linate,0,1,0
Lufthansa und Ufo verlängern Schlichtungsgespräche,0,1,0
Flughafen in Weeze bittet Kreis und Gemeinde um 2 Millionen Euro,0,1,0
Tegut-Supermarkt am Frankfurter Flughafen geschlossen,0,1,0
Das Ende der Buckelantennen - Internet-Technik für Flugzeuge macht Sprung,0,1,0
Boeing verschiebt 737-Max-Wiederzulassung auf Januar,0,1,0
Kein Flughafen-Express für München und Air France A380-Zwiespalt,0,1,0
Wichtige EU-Finanzminister fordern gemeinsame Luftverkehrsteuer,0,1,0
Verdi und Lufthansa in Tarifverhandlungen für saisonale Flugbegleiter,0,1,0
Flugsicherungs-Gewerkschaft kritisiert Lizenz-Pläne des Verkehrsministeriums,0,1,0
München bekommt keine Express-Bahn zum Flughafen,0,1,0
Brussels führt Premium Eco auf Afrika-Flügen mit A330 ein,0,1,0
Lufthansa reformiert Miles & More grundlegend,0,1,0
EU-Kommission setzt Prüfung der Embraer-Übernahme durch Boeing aus,0,1,0
Ufo und Lufthansa vereinbaren längeren Schlichtungs-Versuch,0,1,0
Air-France-Chefin: A380 ist einfach nicht mehr nützlich,0,1,0
Flughafenverband fordert Dialog statt Protest von Umwelt-Aktivisten,0,1,0
American Airlines plant bis März 2020 ohne Boeing 737 Max,0,1,0
Luftverkehrspolitik künstliche Intelligenz und Verkehrszahlen,0,1,0
Der große Ufo-Streik Tuifly streitet mit Piloten IAG kauft Air Europa,0,1,0
Ingenieure Sicherheits-Spezialisten und wissenschaftliche Mitarbeiter gesucht,0,1,0
Das Klimakonzept der Bundesregierung – ein Armutszeugnis der Politik,0,1,0
Luftfahrt hat mit eigenem Erfolg zu kämpfen,0,1,0
Lauda baut Geschäftsführung um,0,1,0
Zürich wird Slots nicht los und am BER geht der Technikchef,0,1,0
Globaler Luftverkehr wächst weiter robust um knapp vier Prozent,0,1,0
BER-Technikchef schmeißt hin,0,1,0
Bis zu 30 Milliarden Dollar Umsatz mit On-Board-Internet bis 2035,0,1,0
Zum Mauerfall-Jubiläum: Tourismusverband fordert Reisefreiheit trotz Klimabedenken,0,1,0
Kötter-Ausstieg in Düsseldorf fix - Airport-Chef warnt vor Chaos-Sommer,0,1,0
So kommt das airliners.de-Logo auf Ihr Smartphone,0,1,0
Technische Probleme der Rolls-Royce-787-Motoren dauern an,0,1,0
Frankfurt rechnet wegen Streikende mit großem Andrang am Samstag,0,1,0
IAG dampft Wachstumspläne ein,0,1,0
Gericht spricht Schweizer Fluglotsen von Vorwürfen frei,0,1,0
Umweltaktivisten planen Blockade eines Berliner Flughafens,0,1,0
Zweiter Streiktag: Ufo will mit neuen Streikdrohungen Druck erhöhen,0,1,0
Flughafen Zürich findet für zwei Langstrecken-Slots keine Airlines,0,1,0
Lot will Leading-Carrier in Zentral- und Osteuropa werden,0,1,0
German Airways plant Ticketverkauf und Carsten Spohr hat Zeit beim Alitalia-Kauf,0,1,0
Medien: German Airways denkt über eigenen Ticketverkauf nach,0,1,0
Lufthansa-Chef Spohr hält Alitalia-Frist für unrealistisch,0,1,0
Emirates macht im ersten Halbjahr weniger Umsatz aber mehr Gewinn,0,1,0
Weltweite Luftfracht weiter in der Krise,0,1,0
Probleme des 787-Triebwerksprogramms belasten Rolls-Royce-Zahlen,0,1,0
Boeing-Chef entschied sich nach Abstürzen gegen Rücktritt,0,1,0
Schlichtungsstelle für Beschwerden von Pauschalreisenden kommt,0,1,0
Ein unmoralisches Angebot,0,1,0
Lufthansas Umbau-Pläne für Austrian Brussels und die Cargo-Sparte,0,1,0
